commit	val_bpb	memory_gb	status	description	sample_text
83f0a13	1.118741	6.0	discard	Remove the internal residual connection in MLP.forward - the Block already adds the residual (x + self.mlp(norm(x))), so MLP having its own internal residual creates an unintended double-residual that may hurt training	The aim of this study was to evaluate the effect of a 3-week-old man with a 3-week-old man with a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3-week history of a 3
c50860f	1.121378	6.0	discard	Increase MATRIX_LR from 0.04 to 0.05 to get more aggressive Muon updates for matrix parameters, potentially improving convergence speed within the 5-minute budget	The aim of this study was to evaluate the effect of the different types of the oral cavity (BE) on the oral mucosa of the oral mucosa of the oral mucosa. The study was conducted to evaluate the effect of the oral cavity on the oral mucosa of the oral mucosa of the oral mucosa. The oral mucosa was divided into two groups: (1) the oral mucosa, (2) the oral mucosa, and (3) the oral mucosa of the oral mucosa. The oral mucosa was the
e3ace78	1.240320	6.0	discard	Add small LR warmup (WARMUP_RATIO=0.02) and increase WARMDOWN_RATIO to 0.80 for more aggressive cooldown - warmup stabilizes early training while longer cooldown helps convergence	The aim of this study was to investigate the effect of a 2-oxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxooxoox
dfb0659	0.976188	6.0	keep	Restore WARMDOWN_RATIO=0.75 (proven best: 0.9766) and also set TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps - the near-miss combination that was +0.0003 from baseline, now applied cleanly to current script state	The aim of this study was to investigate the effects of a 2-week diet on the development of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of the rat model of
8bb7027	1.272939	7.0	discard	Add label smoothing (0.1) to cross entropy loss, a regularization technique not yet tried that can improve generalization and val_bpb	The aim of this study was to investigate the effects of a single dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of
641f661	0.977270	6.0	discard	Restore the proven best combination: TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps AND WARMDOWN_RATIO=0.75 for better LR cooldown - this combination achieved 0.9762 vs current baseline of 0.9762, trying to reproduce and potentially improve with cleaner script state	The aim of this study was to investigate the effects of the 2,3,4,5-tris(2,3,4-tris(2,3,4-tris(2,3,4-tris(2,3,4-tris(2,3,4-tris(2,3,4-tris(2,3,4-tris(2,3,4-tris(2,3,4-tris(2,3,4
23860b9	0.978477	6.0	discard	Combine TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps with WARMDOWN_RATIO=0.80 for more aggressive LR cooldown - extends the proven pattern of longer warmdown beyond the 0.75 that nearly beat baseline	The aim of this study was to investigate the effects of the presence of a single dose of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 10
3e9be2d	1.129986	6.0	discard	Set FINAL_LR_FRAC=0.02 to prevent LR from hitting exactly zero at end of warmdown, maintaining small residual learning rate that can help fine-tune in final steps	The aim of this study was to determine the effect of the 2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
906d3b4	0.973270	6.0	keep	Set TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps AND WARMDOWN_RATIO=0.70 for aggressive LR cooldown - a fresh combination point between the 0.75 near-miss and the 0.5 baseline	The aim of this study was to investigate the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
-------	0.000000	0.0	crash	FAILED TO APPLY: Increase Muon ns_steps from 5 to 6 for better orthogonalization quality in polar express, giving more accurate Newton-Schulz iterations at minimal compute cost	
f9b5545	0.946867	6.0	keep	Try TOTAL_BATCH_SIZE=2^17 for 4x more optimizer steps within the 5-minute budget, combined with current best WARMDOWN_RATIO=0.70. More frequent weight updates may improve final convergence.	The aim of this study was to investigate the effect of the combination of the two drugs on the expression of the genes encoding the transcription factor Sox2, the transcription factor Sox2, and the transcription factor Sox2. The expression of Sox2 was detected in the liver of rats with hepatic cirrhosis and liver cirrhosis. The expression of Sox2 was detected in the liver of rats with hepatic cirrhosis and liver cirrhosis. The expression of Sox2 was detected in the liver of rats with
e2d69d5	0.947016	6.0	discard	Try WARMDOWN_RATIO=0.65, a value between the best found (0.70) and shorter cooldowns, to find if there's a better sweet spot in the LR schedule	The aim of this study was to investigate the effect of the use of a combination of the two drugs on the growth of the human breast cancer cell line MCF-7. The results showed that the combination of the two drugs was more effective than the combination of the two drugs. The combination of the two drugs was more effective than the combination of the two drugs. The combination of the two drugs was more effective than the combination of the two drugs. The combination of the two drugs was more effective than
9fe3c5f	0.952559	6.0	discard	Add small LR warmup (WARMUP_RATIO=0.01) while keeping best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70). A brief warmup stabilizes early optimizer steps without sacrificing much of the training budget.	The aim of this study was to investigate the effects of the presence of a single dose of the 2,4-dimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,4,5-trimethyl-2,
daf4ca5	0.945071	6.0	keep	Keep best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70) and try slightly lower MATRIX_LR=0.035 to reduce overshooting with the higher step count (more steps means each step should be slightly smaller)	The aim of this study was to investigate the effect of the presence of a single dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg
0e3b7bf	0.948304	6.0	discard	Try WARMDOWN_RATIO=0.72 to find sweet spot between 0.65 and 0.70, combined with a small FINAL_LR_FRAC=0.05 to prevent LR from hitting zero which wastes the last training steps	
d0c15b1	0.000000	0.0	crash	Reduce EMBEDDING_LR from 0.6 to 0.3 to stabilize embedding training with the current best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035). High embedding LR may cause instability. []	
33044e6	0.000000	0.0	crash	Try WARMDOWN_RATIO=0.68 as a new interpolation point between 0.65 (+0.0019) and 0.70 (best baseline), keeping proven best settings TOTAL_BATCH_SIZE=2^17 and MATRIX_LR=0.035 [from .decomposition import select_decomp_table
File "/home/pat/autoresearch/.venv/lib/python3.12/sit]	
33044e6	0.945738	6.0	discard	Try WARMDOWN_RATIO=0.68 with TOTAL_BATCH_SIZE=2^17 and MATRIX_LR=0.035 - interpolating between the best known points (0.65 gave +0.0019, 0.70 gave baseline) to find the optimal warmdown sweet spot	The aim of this study was to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
8c74bf3	0.000000	0.0	crash	Reduce Muon WEIGHT_DECAY from 0.2 to 0.05 with current best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035). With 4x more steps, heavy weight decay may be over-regularizing. [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
314f9db	0.000000	0.0	crash	Restore proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035) and increase Adam beta2 from 0.95 to 0.98 for better second moment estimation with the higher step count [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
5379ae0	0.947775	6.0	discard	Restore proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035) and reduce EMBEDDING_LR from 0.6 to 0.4 to stabilize embedding updates with the higher step count	The aim of this study was to determine the effect of the presence of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single
4434d61	0.947537	6.0	discard	Use proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035) and increase Adam beta1 from 0.8 to 0.85 for smoother gradient estimates with the higher step count	The aim of this study was to investigate the effects of the presence of a single or multiple dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.
6159396	0.944937	6.0	keep	Try WARMDOWN_RATIO=0.69 as new interpolation point between 0.68 (+0.0007 gap) and 0.70 (best baseline), keeping proven best settings TOTAL_BATCH_SIZE=2^17 and MATRIX_LR=0.035	The aim of this study was to investigate the effect of the presence of a single dose of 1,25-dihydroxyvitamin D3 (1,25(OH)2D3) on the expression of the osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes osteogenic genes oste
f8c761a	0.947408	6.0	discard	Set WARMDOWN_RATIO=0.70 and FINAL_LR_FRAC=0.03 to prevent LR from hitting exactly zero, maintaining a small residual learning rate in final steps with proven best warmdown ratio	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
584ed77	1.083227	6.0	discard	Increase logit softcap from 12 to 30 to allow larger logit magnitudes during training, which may improve model expressiveness and reduce the constraint on the output distribution	
6471bcd	0.944753	6.0	keep	Set fixed gradient clip norm of 0.5 (instead of cosine schedule 1.0->0.3) with proven best settings WARMDOWN_RATIO=0.69, TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035. A moderate fixed clip may outperform the dynamic schedule.	The aim of this study was to evaluate the effect of a single dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of
14c3775	0.945613	6.0	discard	Try FINAL_LR_FRAC=0.02 with current best WARMDOWN_RATIO=0.69, TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035. The LR hitting zero may waste final training steps; a small residual LR of 2% hasn't been tested with the 0.69 warmdown ratio.	The aim of this study was to determine the effect of the presence of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high concentration of a high
d5d301f	0.948250	6.0	discard	Use cosine shape for LR warmdown instead of linear decay, keeping proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035). Cosine warmdown spends more time at higher LR and drops more smoothly to zero, potentially finding a better minimum.	
a45e5c0	0.942424	6.0	keep	Reduce z-loss coefficient from 1e-4 to 5e-5 to reduce logit over-regularization while keeping training stable, combined with best known settings (WARMDOWN_RATIO=0.69, TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035)	The aim of this study was to evaluate the effect of the presence of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single dose of a single
3f9857e	0.950218	6.0	discard	Remove spurious double residual in MLP (MLP has internal residual AND Block adds external residual on norm(x), creating x + norm(x) + mlp_output). Fix by removing MLP's internal residual, keeping only Block's residual.	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
4f7eeba	0.942549	6.0	discard	Restore proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=5e-5, plus fixed gradient clip of 0.4 (between best fixed 0.5 and cosine end 0.3)	The aim of this study was to investigate the effect of the presence of the 2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,4,5-trimethyl-2,3,
0d2f84c	0.944450	6.0	discard	Restore proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=5e-5, fixed grad clip 0.4) and increase value_embeds Adam beta2 from 0.999 to 0.999 (already set) but change embedding beta2 from 0.95 to 0.999 for sparser updates	The aim of this study was to evaluate the effect of the presence of a high-fat diet on the expression of the genes involved in the metabolism of the fatty acid esters (FAs) in the liver. The expression of the genes involved in the fatty acid metabolism was examined in the liver of rats fed a high-fat diet (HFD) or a high-fat diet (HFD) for 6 weeks. The expression of the genes involved in the fatty acid metabolism was examined by
84a18ec	0.941914	6.0	keep	Restore proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, fixed grad clip 0.4) and reduce z-loss from 5e-5 to 2e-5 to further reduce logit over-regularization	The aim of this study was to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
4fc1f8b	0.000000	0.0	crash	Reduce logit softcap from 12 to 10 for stronger implicit logit regularization, complementing the z-loss, with all proven best settings [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
d9751c3	0.941778	6.0	keep	Apply all proven best settings together: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed gradient clip=0.4	The aim of this study was to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
b7ad64d	0.944428	6.0	discard	Increase rotary embedding base frequency from 50000 to 500000 (similar to modern LLMs like Llama 3). Higher base frequency allows better extrapolation and may improve modeling of long-range dependencies within the 2048 context window.	The aim of this study was to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
e9e5fbc	0.952575	6.0	discard	Try TOTAL_BATCH_SIZE=2^16 for 8x more optimizer steps than baseline (vs current 2^17 which is 4x). More frequent weight updates may improve final convergence within the 5-minute budget.	The aim of this study was to investigate the effect of the presence of a high-fat diet on the expression of the genes involved in the development of the liver fibrosis model. The liver fibrosis model was established by the liver fibrosis model. The liver fibrosis model was established by the liver fibrosis model. The liver fibrosis model was established by the liver fibrosis model. The liver fibrosis model was established by the liver fibrosis model. The liver fibrosis model was established by the liver fibrosis model. The liver fibrosis model was
c7d97c6	0.946658	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) and try increasing Muon momentum from 0.95 peak to 0.97 for stronger gradient smoothing with the higher step count	The aim of this study was to investigate the effect of the presence of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
-------	0.000000	0.0	crash	FAILED TO APPLY: Reduce Muon ns_steps from 5 to 4 for faster orthogonalization, allowing more optimizer steps within the 5-minute budget with proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4)	
4c59465	0.947239	6.0	discard	Apply all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed gradient clip=0.4, and increase initial x0_lambdas from 0.1 to 0.05 to reduce the skip connection influence which may be over-smoothing representations	The aim of this study was to evaluate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
f20e58e	0.946055	6.0	discard	Restore all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) and increase SCALAR_LR from 0.5 to 1.0 for faster adaptation of per-layer scale parameters	The aim of this study was to investigate the effects of the administration of a single dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg
5876918	0.943371	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) and reduce Muon WEIGHT_DECAY from 0.2 to 0.1 since with 4x more optimizer steps, the effective total weight decay is already doubled	The aim of this study was to investigate the effect of the presence of a single dose of 1,2,3-triazine on the growth of the rat brain. The rats were divided into three groups: control group, 1, 2, 3, 4, 5, 6, 7, 8, 10, 15, 20, 30, 60, 90, 120, 240, 480,
492c436	0.941953	6.0	discard	Try WARMDOWN_RATIO=0.71 with all proven best settings (TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4). The optimal warmdown ratio may be slightly above 0.69 - exploring the other side of the 0.69 optimum.	The aim of this study was to investigate the effect of the presence of a single dose of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg/kg of 1.5 mg
c127d12	0.000000	0.0	crash	Restore all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, and also try reducing MLP expansion from 4x to 3x to reduce per-step compute and enable more optimizer steps [step 00687 (97.5%) | loss: 2.871697 | lrm: 0.04 | dt: 390ms | tok/sec: 335,979 | mfu: 7.3% | epoch: ]	
1329f7f	0.000000	0.0	crash	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.71, MATRIX_LR=0.035, fixed grad clip=0.4) and reduce z-loss from 2e-5 to 1e-5 to further reduce logit over-regularization [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)
Config: DEPTH=8, DEVICE_BATCH_SIZE=16, VRAM_LIMIT=158]	
1625a2f	0.942449	6.0	discard	Restore all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4, and additionally try Muon weight_decay=0.15 (between 0.1 which gave +0.0016 and 0.2 baseline) as a new interpolation point	The aim of this study was to investigate the effect of the presence of the anti-inflammatory cytokine interleukin-1beta (IL-1beta) on the expression of IL-1beta in the rat brain. The results showed that IL-1beta was significantly increased in the brain of rats with chronic inflammatory pain (CIP), and IL-1beta was significantly increased in the brain of rats with chronic inflammatory pain (CIP). The expression of IL-1beta was significantly increased in the brain of
3f9f5da	0.000000	0.0	crash	Try z-loss=1e-5 (half of current 2e-5) combined with WARMDOWN_RATIO=0.70 and all other proven best settings. The 2e-5 z-loss may still be slightly over-regularizing, and 0.70 was the original best warmdown ratio. []	
2c30e2e	0.943618	6.0	discard	Try Muon weight_decay=0.12 as interpolation between 0.1 (+0.0016) and 0.15 (+0.0007), combined with all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4	The aim of this study was to investigate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
1253762	0.000000	0.0	crash	Combine two near-misses: WARMDOWN_RATIO=0.71 (+0.0002) with Muon weight_decay=0.15 (+0.0007), plus all proven best settings (TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) []	
44a8eca	0.942376	6.0	discard	Apply all proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.73, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) - trying WARMDOWN_RATIO=0.73 as new interpolation point between 0.71 (+0.0002) and 0.75, which may find a better LR schedule sweet spot	
7b73657	0.000000	0.0	crash	Restore all proven best settings: TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.69, MATRIX_LR=0.035, z-loss=2e-5, fixed gradient clip=0.4, and try Muon momentum peak of 0.96 (between current 0.95 and 0.97 which gave +0.0049) [step 00621 (97.3%) | loss: 2.836363 | lrm: 0.04 | dt: 431ms | tok/sec: 303,919 | mfu: 7.3% | epoch: ]	
6d232df	0.000000	0.0	crash	Combine two near-misses: WARMDOWN_RATIO=0.71 (+0.0002) with Muon weight_decay=0.15 (+0.0007), plus all proven best settings (TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4) [step 00620 (97.1%) | loss: 2.827123 | lrm: 0.04 | dt: 432ms | tok/sec: 303,398 | mfu: 7.3% | epoch: ]	
50e2e23	0.942662	6.0	discard	Try WARMDOWN_RATIO=0.75 combined with all proven best settings (TOTAL_BATCH_SIZE=2^17, MATRIX_LR=0.035, z-loss=2e-5, fixed grad clip=0.4). Previous 0.75 experiments used different/worse settings. The 0.71 near-miss (+0.0002) suggests optimum may be above 0.69, and 0.75 was the original best standalone result.	The aim of this study was to determine the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
