commit	val_bpb	memory_gb	status	description	sample_text
4ea37db	1.081410	6.0	keep	Initialize x0_lambdas to 0.2 instead of 0.1 for stronger deep residual skip connections from input	The aim of this study was to determine the effect of the administration of a 3,4-dinitrophenyl (DDD) on the expression of the growth factor receptor (TGFR) in the rat brain. The effect of the DDD on the expression of the growth factor receptor (TGFR) in the rat brain was examined. The results showed that the DDDDDDDDDDDDDDDDDDDDD
4b8ebf5	1.072322	6.0	keep	Initialize resid_lambdas to 0.9 instead of 1.0 to reduce main residual path weight and complement strong x0 skip connections	The aim of this study was to investigate the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
6e6b42e	1.101651	6.0	discard	Increase logits softcap from 12 to 20 to allow higher logit magnitudes before tanh saturation	The aim of this study was to investigate the effect of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
acc9c83	1.115209	5.8	discard	Share value embeddings across all layers instead of separate per-layer embeddings	The aim of this study was to evaluate the effect of a single dose of a single dose of 0.1 mg/kg of a dose of 0.1 mg/kg of a dose of 0.1 mg/kg of a dose of 0.1 mg/kg of 0.1 mg/kg of 0.1 mg/kg of 0.1 mg/kg of 0.1 mg/kg of 0.1 mg/kg of 0.1 mg/kg of 0
7502b95	1.117768	6.0	discard	Align value embeddings Adam betas with regular embeddings (0.8, 0.95) instead of (0.9, 0.999) for potentially faster adaptation of value residual connections	The aim of this study was to investigate the effect of a single-crystal X-ray diffraction (XRD) on the growth of a single-crystal XRD (XRD) and a single-crystal XRD (XRD) on the growth of a single-crystal XRD. The XRD was used to determine the growth of a single-crystal XRD (XRD) and a single-crystal XRD (X
19fd387	1.084327	6.0	discard	Initialize resid_lambdas to 0.9 and x0_lambdas to 0.2 to combine deep residual skip connections with reduced main path weight	The aim of this study was to investigate the effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect of the anti-inflammatory effect
ac30877	1.064271	6.0	keep	Initialize resid_lambdas to 0.8 for stronger residual path reduction	The aim of this study was to determine the effect of a single dose of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of 100 mg of
6ffef37	1.073661	6.0	discard	Reduce weight decay from 0.2 to 0.1 for less regularization on matrix parameters (Muon), potentially improving fitting in the limited training time.	The aim of this study was to determine the effect of the 5-HT2 receptor antagonist, 5-HT2A receptor antagonist, on the expression of the 5-HT2 receptor antagonist, 5-HT2A receptor antagonist, and 5-HT2A receptor antagonist, on the expression of the 5-HT2 receptor antagonist, 5-HT2A receptor antagonist, and 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist
18d7a3e	0.000000	0.0	crash	Initialize resid_lambdas with linear decay from 1.0 to 0.6 across layers instead of constant 1.0, providing stronger residual paths in early layers and weaker in deeper layers while maintaining mean around 0.8 (the current best constant value) [return compiled_fn(runtime_args)
3126f72	1.085916	6.0	discard	Remove z-loss regularization by zeroing its coefficient to reduce gradient noise and potential interference during the short 5-minute training run	The aim of this study was to determine the effect of the 2,3-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4
50446ff	1.079136	6.0	discard	Initialize resid_lambdas to 0.75 for stronger residual path reduction	The aim of this study was to determine the effect of the administration of a 2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-2,4-dihydroxy-
23d57ed	1.086862	6.0	discard	Change attention window pattern from SSSL to LLSS to use more long-range attention layers (50% instead of 25%), trading throughput for better long-range dependency modeling capacity	The aim of this study was to determine the effect of the 2,3-dihydroxy-3,4-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5
3c24f04	1.112826	6.0	discard	Replace MLP activation from ReLU^2 to SiLU (Swish) for improved gradient flow and expressivity	The aim of this study was to determine the effect of a single dose of 100 mg/kg bwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
67b8a99	1.081730	5.7	discard	Switch from multi-head attention to grouped-query attention (GQA) by reducing n_kv_head from 6 to 2, cutting KV cache memory bandwidth and FLOPs to increase training throughput (more steps in 5 min)	The aim of this study was to evaluate the effects of the 3-hydroxytryptamine (3H) receptor antagonist, 3-hydroxytryptamine (3H) and 3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,3H,
6439e8c	0.000000	0.0	crash	Add bias terms to all linear layers in transformer blocks (attention Q/K/V/proj and MLP fc/proj) to improve optimization capacity [Traceback (most recent call last):
89ece58	1.075239	6.0	discard	Remove internal residual connection in MLP to standardize transformer block structure (avoid double addition of normalized input)	The aim of this study was to determine the effect of the presence of a 3,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-1,4-diphenyl-
48b4882	1.115110	6.0	discard	Initialize x0_lambdas to 0.0 instead of 0.1 to disable deep residual skip connections initially, forcing the model to learn them from scratch	The aim of this study was to determine the effect of the administration of a 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of 2.5 mg/kg of
6edd245	1.058563	6.0	keep	Combine best residual config: init resid_lambdas to 0.8 (current best) and x0_lambdas to 0.2 (near-miss) for stronger deep skip connections with reduced main path	The aim of this study was to determine the effect of the combination of the combination of the combination of the combination of the combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of combination of
99d9a1a	1.059841	6.0	discard	Remove weight decay on all embedding parameters (wte, lm_head, value_embeds) to reduce regularization on high-dimensional sparse update parameters, potentially improving convergence in the limited 5-minute training window.	The aim of this study was to determine the effect of the 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, on the effects of 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, on the effects of 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist,
03c4275	1.083707	6.0	discard	Use constant gradient clipping at max_norm=1.0 instead of adaptive cosine schedule decaying to 0.3, providing consistent gradient scaling throughout training	The aim of this study was to determine the effect of the 2,3-dihydroxyvitamin D3 (2,3-dihydroxyvitamin D3) on the expression of the 2,3-dihydroxyvitamin D3 (2,3-dihydroxyvitamin D3) in the rat. The 2,3-dihydroxyvitamin D3 was administered to rats with 2,3-dihydroxyvitamin D3 (2,3-di
3e400bb	1.083408	6.0	discard	Reduce z-loss coefficient from 1e-4 to 5e-5 for less aggressive logit regularization	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
b33b68f	1.063824	6.0	discard	Combine best residual initialization (resid_lambda=0.8, x0_lambda=0.2) with zero weight decay on all embedding parameters (wte, lm_head, value_embeds) to reduce regularization on high-dimensional sparse updates while maintaining strong deep skip connections	The aim of this study was to determine the effect of the administration of the 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, on the expression of the 5-HT2A receptor in the rat brain. The 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2A receptor antagonist, 5-HT2
4b6bf6d	1.073591	6.0	discard	Set final LR fraction to 0.1 to prevent learning rate from decaying to exactly zero, allowing small adaptive updates until the end of the short training window	The purpose of this study was to evaluate the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
69432b4	1.086240	6.0	discard	Change gradient clipping from adaptive cosine decay (1.0 to 0.3) to linear decay (1.0 to 0.5) for less aggressive clipping at the end of training	The aim of this study was to determine the effect of the 2,3-dihydroxyvitamin D3 (2,3-dihydroxyvitamin D3) on the growth of the human liver. The study was performed on the effects of 2,3-dihydroxyvitamin D3 on the growth of the liver. The results showed that the 2,3-dihydroxyvitamin D3 was significantly reduced in the liver, liver, and liver. The 2
10fdde0	1.075191	6.0	discard	Apply temperature scaling of 0.8 to logits before softcap to sharpen prediction distribution and accelerate convergence in the limited training window	The aim of this study was to determine the effect of the 2,4-dihydroxyvitamin D on the development of the heart and heart. The study was performed on 12 patients with heart failure (HF) and 12 patients with HF. The heart rate was 1.5 +/- 0.1 ml/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min/min
4423b7a	1.075337	6.0	discard	Apply attention temperature scaling by multiplying queries by 1.2 after QK normalization to sharpen attention distribution and accelerate convergence	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
0e0d7ec	1.082720	6.0	discard	Initialize value embeddings to zero instead of uniform random to reduce initial noise in the value residual path, allowing the model to gradually learn value embeddings from scratch while starting with standard attention values	The aim of this study was to determine the effect of the presence of a 2,3-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-
24985f7	1.081880	6.0	discard	Remove weight decay cosine decay schedule to keep weight decay constant at 0.2 throughout training instead of decaying to 0.02, maintaining stronger regularization for the full 5-minute window	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
1680263	1.040822	6.0	keep	Combine best residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) with temperature scaling of 0.8 on logits before softcap to sharpen predictions while maintaining strong deep skip connections	The aim of this study was to determine the effect of the 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, on the expression of the receptor tyrosine kinase (TK) and the receptor tyrosine kinase (TK) in the rat. The rat was injected with 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5-HT1A receptor antagonist, 5
415bc71	1.188055	6.1	discard	Replace MLP activation with SwiGLU (SiLU-gated linear unit) using 8/3*d_model hidden dim to maintain params, improve gradient flow	The aim of this study was to determine the effect of the anti-oxidant anti-oxidant anti-oxidant anti-oxidant anti-oxidant anti-oxidant anti-oxidant anti- anti-oxidant anti- anti-oxidant anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti- anti-
44793f5	1.039719	6.0	keep	Combine best residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) with logits temperature scaling (T=0.8) and small final LR fraction (0.01) to allow micro-updates at training end	The aim of this study was to determine the effect of the 3-4-week treatment with 3-4-week treatment with 3-4-week treatment with 3-4-week treatment with 3-4-week treatment with 3-4-week treatment with 3-week treatment with 3-week treatment with 3-week treatment with 3-week treatment with 3-week treatment with 3-week treatment with 3-week treatment with 3-week treatment with 3-week treatment with
c2f5c21	1.033731	6.0	keep	Double the learning rate for value embeddings to accelerate their adaptation in the limited 5-minute training window, as they are high-dimensional sparse parameters that may benefit from faster updates.	The aim of this study was to determine the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
-------	0.000000	0.0	crash	FAILED TO APPLY: Apply cosine decay to AdamW weight decay (embeddings, lm_head, value_embeds, scalars) proportionally to Muon decay, reducing regularization on sparse high-dim parameters over time for finer late-training convergence	
28311f7	1.089414	6.0	discard	Initialize attention and MLP output projections (c_proj) with uniform random values instead of zeros to provide non-zero initial signal through residual paths, potentially accelerating early training dynamics	The aim of this study was to determine the effect of the treatment of the human immunodeficiency virus (HIV) infection in patients with HIV infection.To determine the effect of the treatment of the acute phase of the treatment of acute lymphoblastic leukemia (ALL) in patients with acute lymphoblastic leukemia (ALL) and to determine the effect of the treatment of acute lymphoblastic leukemia (ALL) on the outcome of ALL.To determine the effect of the treatment
5bc0e3d	1.071116	6.0	discard	Combine the winning double learning rate for value embeddings with temperature scaling of 0.8 on logits before softcap to sharpen the output distribution while accelerating value embedding adaptation	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
818e958	1.080524	6.0	discard	Initialize VE gate weights to -2.0 instead of 0.0 to start value residual contributions at ~24% (sigmoid(-2)*2) and allow gradual ramp-up during training, potentially stabilizing early optimization of high-dimensional value embeddings	The aim of this study was to determine the effect of the 2,3-dihydropyridine (2,3-dihydropyridine) on the activity of the 2,3-dihydropyridine (2,3-dihydropyridine) and 2,3-dihydropyridine (2,3-dihydropyridine) in the presence of 2,3-dihydropyridine (2,3-dihydropyridine) and 2,3-dihydropyridine (
575f7c2	1.098812	6.0	discard	Reduce Muon orthogonalization steps from 5 to 4 to decrease per-step compute cost, allowing more training steps within the fixed 5-minute time budget.	The aim of this study was to determine the effect of the use of a new antipsychotic drugs on the incidence of acute respiratory syndrome (SARS) in patients with chronic respiratory syndrome (SARS) and to determine the effect of the use of antipsychotic drugs on the incidence of SSARS in patients with SSARS.The aim of this study was to determine the effect of the use of a new antipsychotic drugs on the incidence of SSARS in
609f29a	1.404646	6.2	discard	Apply exponential moving average (EMA) to model weights with decay 0.99 during training and use EMA weights for final evaluation to improve generalization.	The aim of the study was to investigate the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects of the effects
23aa188	1.055422	6.0	discard	Combine double learning rate for value embeddings with residual initialization (resid_lambdas=0.8, x0_lambdas=0.2) to accelerate value embedding adaptation while maintaining strong deep skip connections	The aim of this study was to determine the effect of the use of a single dose of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg/kg of 0.5 mg
b701b9a	1.082037	6.0	discard	Remove weight decay specifically from value embeddings (set to 0.0) while keeping weight decay for other embeddings, reducing regularization on high-dimensional sparse value residual parameters	The aim of this study was to determine the effect of the 2,3-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4
f2fc580	1.092605	6.0	discard	Keep residual connection scalars (resid_lambdas and x0_lambdas) at constant learning rate throughout training by skipping LR decay for their parameter groups, allowing continuous adaptation of deep skip connection weights	The aim of this study was to determine the effect of the use of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination of a combination
99886d6	1.081998	6.0	discard	Reduce sliding window size from half to quarter context (//4 instead of //2) to increase training throughput for more steps in the 5-minute budget	The aim of this study was to determine the effect of the 2,3-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4-dihydroxy-3,4
ddec2b0	1.080288	6.0	discard	Reduce gradient clipping aggressiveness by raising minimum clip norm from 0.3 to 0.7 to allow larger updates late in training	The aim of this study was to evaluate the effect of a 2,3-dihydroxy-3,4-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5-dihydroxy-4,5
00845b9	1.084883	6.0	discard	Increase ve_gate_channels from 32 to full embedding dimension (config.n_embd) to give value residual gate access to complete input information for better value embedding utilization	The aim of this study was to determine the effect of the administration of 1,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
58e203a	1.085850	6.0	discard	Set final LR fraction to 0.01 to allow micro-updates at training end instead of decaying to exactly zero	The aim of this study was to determine the effect of the 2,3-dihydroxyvitamin D3 (2,3-dihydroxyvitamin D3) on the growth of the human liver. The study was performed on the effects of 2,3-dihydroxyvitamin D3 on the growth of the liver. The results showed that the 2,3-dihydroxyvitamin D3 was significantly higher than that of the 2,3-dihydroxyv
3a5daa5	1.075256	6.0	discard	Combine double learning rate for value embeddings with zero weight decay on value embeddings to reduce regularization on high-dimensional sparse parameters while accelerating their adaptation	The aim of this study was to determine the effect of the 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd 2nd
87c6632	1.133953	6.0	discard	Apply gradient clipping only to Muon (matrix) parameters, allowing AdamW parameters (embeddings, scalars) to use unclipped gradients for potentially faster adaptation of high-dimensional sparse parameters	The aim of this study was to determine the effect of the 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
19e29d2	1.083311	5.8	discard	Cast all model parameters to bfloat16 after initialization to reduce memory bandwidth pressure and increase training throughput, allowing more optimization steps within the fixed 5-minute time budget	The aim of this study was to determine the effect of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination of the combination
101c1e1	1.115361	6.0	discard	Combine double learning rate for value embeddings with 33% higher LR for x0 residual scalars (4.0x vs 3.0x) to accelerate adaptation of both value residuals and deep skip connections	The aim of this study was to determine the effect of the 3-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4
ae43d31	1.067226	6.0	discard	Combine double learning rate for value embeddings with increased Muon weight decay (0.3) for stronger regularization on matrix parameters	The aim of this study was to determine the effect of the administration of the anti-hypertensive drugs on the incidence of acute myocardial infarction (AMI) in patients with acute myocardial infarction (AMI) and to determine the effect of antihypertensive drugs on the incidence of AMI in patients with AMI.The aim of this study was to determine the effect of the antihypertensive drugs on the incidence of acute myocardial infarction (AMI) in patients with AMI.The aim
15e5d0b	1.107870	6.0	discard	Increase learning rate for residual path scalars (resid_lambdas) from 0.025 to 0.1 to accelerate adaptation of main residual weights toward optimal values during the short training window	The aim of this study was to determine the effect of the 3-hydroxy-3-hydroxy-3H-3H-3H3 on the growth of the human breast cancer cell line (HEC) and the effect of the 3H3-3H3-3H3-3H3-3H3-3H3-3H3-3H3-3H3-3H3-3H3-3H3-3H3-
f79afad	1.075462	6.0	discard	Keep AdamW parameters (embeddings, value embeddings, lm_head, and scalars) at constant full learning rate without warmdown, while allowing Muon matrix parameters to follow the cosine learning rate schedule. This ensures high-dimensional sparse embedding parameters continue adapting at maximum rate throughout the entire 5-minute training window.	The aim of this study was to evaluate the effects of a single dose of 200 mg/kg of body weight (BW) on the development of the body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's body's
4265292	1.082544	6.0	discard	Reduce minimum gradient clipping norm from 0.3 to 0.1 to allow larger parameter updates late in training	The aim of this study was to determine the effect of the 2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
